% For a more comprehensive dataset with many more features check out the "Yacht/Motorboat Pricing Data (10,000+ listings)" dataset.
% Link below:
% https://www.kaggle.com/artemkorottchenko/large-boatyacht-pricing-dataset
% Context
% What are the most important features in determining the price of a new or used aircraft? Is it the aircraft type? Year? Manufacturer? Other characteristics? 
% This is one of many questions regarding the used/new aircraft markets I hope to answer with this dataset. 
% The dataset contains over 2000 aircraft that are for sale around the world. The data was scraped during July of 2020.
% Content
% The data was scraped from various websites using the Scrapy framework for Python. 
% Scrapy script:
% https://github.com/akorott/Aircraft-Scrapy-Script.git
% Content scraped:
%
% New/Used
% Price  
% Currency (USD, EUR, GBP)
% Category
% Year
% Make
% Model
% Location
% Serial number
% Registration number
% Total hours
% Engine 1 hours 
% Engine 2 hours 
% Prop 1 hours
% Prop 2 hours
% Total Seats
% Flight Rules
% National Origin
%
% Keep in mind that the data was scraped from 2 different sources. Some of the data (New/Used, Engine 1 hours, Engine 2 hours, Prop 1 hours, Prop 2 hours, Total Seats, Flight Rules) was only easily accessible on one source, thus is missing for part of the dataset. 
% FAQ
% Flight Rules: Visual Flight Rules (VFR) VS Instrument Flight Rules (IFR). In a nutshell, an aircraft equipped with IFR is one where a pilot can fully navigate an aircraft using instruments in the cockpit. Any aircraft flying over 18,000 feet, by law, has to be equipped with IFR equipment.
% BTH - Beyond the Horizon - according to my research, BTH means that an aircraft is equipped with a radar, but doesn't fully meet IFR criteria.
% VFR - (https://en.wikipedia.org/wiki/Visual_flight_rules)
% IFR - (https://en.wikipedia.org/wiki/Instrument_flight_rules)
% Some of the acronyms used within total hours, engine 1, engine 2, prop 1, prop 2 columns:
% SMOH - Since major overhaul
% SNEW - Since new
% SPOH - Since prop overhaul
% SFOH - Since factory overhaul (more reliable)
% SOH - Since overhaul
% STOH - Since top overhaul
% SFRM - Since factory re-manufactured
% Thank you for checking out this dataset and happy kaggling!  
@RELATION Aircraft-Pricing-Dataset

@ATTRIBUTE Condition STRING
@ATTRIBUTE Price STRING
@ATTRIBUTE Currency STRING
@ATTRIBUTE Category STRING
@ATTRIBUTE Year STRING
@ATTRIBUTE Make STRING
@ATTRIBUTE Model STRING
@ATTRIBUTE Location STRING
@ATTRIBUTE S/N STRING
@ATTRIBUTE REG STRING
@ATTRIBUTE Total_Hours STRING
@ATTRIBUTE Engine_1_Hours STRING
@ATTRIBUTE Engine_2_Hours STRING
@ATTRIBUTE Prop_1_Hours STRING
@ATTRIBUTE Prop_2_Hours STRING
@ATTRIBUTE Total_Seats REAL
@ATTRIBUTE Flight_Rules STRING
@ATTRIBUTE National_Origin STRING

@DATA
Used,'486,000 ',USD,'Piston Helicopters',2020,'ROBINSON HELICOPTER','R44 RAVEN II','St Augustine,\n                           FL\n                           USA',L1563F,L1563F,4,?,?,?,?,4.0,?,'United States'
Used,'523,000 ',USD,'Piston Helicopters',2020,'ROBINSON HELICOPTER','R44 RAVEN II','St Augustine,\n                           FL\n                           USA',L1552I,L1552I,4,?,?,?,?,4.0,?,'United States'
Used,'229,823 ',USD,'Single Engine Piston',2019,'BRM AERO',BRISTELL,'Lancaster,\n                           PA\n                           USA',445/2019,N445LM,5,?,?,5,?,?,?,'Czech Republic'
Used,'99,999 ',USD,'Single Engine Piston',1934,'Stinson Aircraft Company ','SR-5 RELIANT','El Cajon,\n                           CA\n                           USA',9279-A,'NC 14187',1578,'378 SMOH',?,?,?,4.0,VFR,'United States'
Used,'895,000 ',USD,'Single Engine Piston',2015,'PIPER AIRCRAFT',M350,'South Carolina\n                           \n                           USA',4636664,N143PP,895,'895 SNEW',?,'895 SNEW',?,?,?,'United States'
Used,'325,000 ',USD,'Single Engine Piston',2015,'EXTRA FLUGZEUGBAU',300LP,'Palatka,\n                           FL\n                           USA',1326,N255RF,248,?,?,248,?,2.0,VFR,Germany
Used,'689,900 ',USD,'Single Engine Piston',2015,CIRRUS,'SR22T-G5 GTS','Phillipsburg,\n                           OH\n                           USA','Not Listed',N238MP,380,'380 HOURS',?,'380 HOURS',?,?,IFR,'United States'
?,'559,900 ',USD,'Single Engine Piston',2015,CIRRUS,SR22-G5,'Phillipsburg,\n                           OH\n                           USA',4168,N824KB,1180,'1180 HOURS',?,'1180 HOURS',?,?,IFR,'United States'
Used,'399,500 ',USD,'Single Engine Piston',2015,CESSNA,'172S SKYHAWK SP','West Paducah,\n                           KY\n                           USA',17211635,N275TX,997,'997 HOURS',?,'997 HOURS',?,4.0,IFR,'United States'
Used,'270,000 ',USD,'Piston Helicopters',2013,'ROBINSON HELICOPTER',R44,'Middletown,\n                           RI\n                           USA',2339,N68BE,2850,'650 SMOH',?,?,?,?,?,'United States'
Used,'1,395,000 ',USD,Turboprop,2013,'PIPER AIRCRAFT','MERIDIAN M500','Muncie,\n                           IN\n                           USA',4697509,N509PM,950,?,?,?,?,?,?,'United States'
Used,'499,000 ',USD,'Single Engine Piston',2013,CESSNA,T206H,?,T20609088,N908CS,1545,'1545 SNEW',?,?,?,6.0,?,'United States'
Used,'99,500 ',USD,'Single Engine Piston',2011,'BRM AERO',BRISTELL,'The Villages,\n                           FL\n                           USA',093/2011,N922BL,630,'630 SNEW',?,'4630 SNEW',?,2.0,VFR,'Czech Republic'
Used,'889,000 ',USD,'Multi Engine Piston',2011,BEECHCRAFT,'G58 BARON','Greensboro,\n                           NC\n                           USA',TH-2328,N5858B,760,'760 SNEW',?,'760 SNEW',?,?,?,'United States'
Used,'199,900 ',USD,'Single Engine Piston',2011,AVIAT,'HUSKY A-1C','Oklahoma City,\n                           OK\n                           USA',3115,N45WY,350,'350 SNEW',?,'350 SNEW',?,2.0,?,'United States'
Used,'59,900 ',USD,'Single Engine Piston',2010,'VAN\'S AIRCRAFT',RV-6/6A,'Stuart,\n                           FL\n                           USA',21173,N23XP,50,'750 SMOH',?,?,?,2.0,?,'United States'
Used,'90,000 ',USD,'Single Engine Piston',2010,'PIPER AIRCRAFT',PIPERSPORT,'Chico,\n                           CA\n                           USA',P1001075,N84JC,199,'199 SNEW',?,?,?,?,?,'United States'
Used,'439,000 ',USD,'Single Engine Piston',2010,CIRRUS,'SR22-G3 TURBO GTS','Naples,\n                           FL\n                           USA',3667,N476TK,738,'738 SNEW',?,?,?,4.0,?,'United States'
Used,'130,000 ',USD,'Single Engine Piston',2009,'GLASAIR AVIATION',SPORTSMAN,'Winfield,\n                           BC\n                           CAN',7093,C-GAAF,258,'294 SNEW',?,'294 SNEW',?,2.0,VFR,'United States'
Used,'255,000 ',USD,'Piston Helicopters',2008,'ROBINSON HELICOPTER','R44 RAVEN I','St Augustine,\n                           FL\n                           USA',L218J,L218J,3242,?,?,?,?,4.0,?,'United States'
Used,'925,000 ',USD,Turboprop,2008,'PIPER AIRCRAFT','MERIDIAN M500','Ft. Lauderdale,\n                           FL\n                           USA',4697356,N541ND,2383,'687 TSHSI',?,'680 SOH',?,6.0,?,'United States'
Used,'975,000 ',USD,Turboprop,2008,'PIPER AIRCRAFT','MERIDIAN M500','Ponoka,\n                           AB\n                           CAN',4697339,C-GHVM,1590,'1590 SNEW',?,'420 SPOH',?,?,?,'United States'
Used,'1,699,000 ',USD,Turboprop,2006,SOCATA,'TBM 850','Muncie,\n                           IN\n                           USA',349,N850DT,1685,?,?,?,?,6.0,IFR,France
Used,'175,000 ',USD,'Piston Helicopters',2006,'ROBINSON HELICOPTER','R44 RAVEN II','Atlanta,\n                           GA\n                           USA','Not Listed',122AA,?,?,?,?,?,?,?,'United States'
Used,'435,000 ',USD,'Single Engine Piston',2006,CESSNA,T206H,'Mexico City,\n                           MX\n                           MEX',T20608664,XB-JXS,1194,'1194 SNEW',?,'1194 SNEW',?,4.0,?,'United States'
Used,'339,900 ',USD,'Single Engine Piston',2005,'PIPER AIRCRAFT',6X/6XT,'Lexington (KLEX),\n                           KY\n                           USA',3255027,N133DR,2155,'0 SMOH',?,'0 SPOH',?,?,?,'United States'
?,'249,900 ',USD,'Single Engine Piston',2005,'DIAMOND AIRCRAFT INDUSTRIES',DA40,'Phillipsburg,\n                           OH\n                           USA',40-527,N333PU,225,'225 HOURS',?,'225 HOURS',?,?,IFR,AUSTRIA
Used,'282,000 ',USD,'Piston Helicopters',2004,'ROBINSON HELICOPTER','R44 RAVEN I','St. Augustine,\n                           FL\n                           USA',L252D,L252D,2734,?,?,?,?,4.0,?,'United States'
Used,'199,000 ',USD,'Piston Helicopters',2004,'ROBINSON HELICOPTER','R44 CLIPPER II','St. Augustine,\n                           FL\n                           USA',L1178I,L1178I,1192,?,?,?,?,4.0,?,'United States'
Used,'249,000 ',USD,'Piston Helicopters',2004,'ROBINSON HELICOPTER','R44 CLIPPER','St Augustine,\n                           FL\n                           USA',L1179D,L1179D,3291,?,?,?,?,4.0,?,'United States'
?,'274,900 ',USD,'Single Engine Piston',2004,CIRRUS,SR22,'Melbourne,\n                           FL\n                           USA',1221,N125BR,1227,'504 SMOH',?,'504 SPOH',?,?,?,'United States'
Used,'438,000 ',USD,'Single Engine Piston',2004,CESSNA,T206H,'Beverly,\n                           MA\n                           USA',T20608487,N553TC,1280,'1280 SNEW',?,'1280 SNEW',?,6.0,?,'United States'
Used,'800,000 ',USD,Turboprop,2004,'AIR TRACTOR',AT-802AF,'Clovis,\n                           NM\n                           USA',166,N166LA,3932,'2205 STOH',?,'73 SPOH',?,1.0,VFR,'United States'
Used,'92,500 ',USD,'Single Engine Piston',1996,'WHEELER TECHNOLOGY',EXPRESS,'Nocona,\n                           TX\n                           USA','Not Listed','Not Listed',650,650,?,650,?,4.0,IFR,'United States'
Used,'289,000 ',USD,'Single Engine Piston',1994,BEECHCRAFT,'A36 BONANZA 36','Greensboro,\n                           NC\n                           USA',E-2890,N3199G,2810,'784 SMOH',?,?,?,?,?,'United States'
Used,'1,325,000 ',USD,Turboprop,1993,BEECHCRAFT,'KING AIR C90B','Calgary,\n                           AB\n                           CAN',LJ-1342,C-FTPE,2577,'2577 SNEW',?,'0 SPOH',?,7.0,?,'United States'
Used,'425,000 ',USD,'Private Jets',1993,BEECHCRAFT,'BEECHJET 400A',Nashville,RK-76,N261JP,10015,'2797 SMOH','2795 SMOH',?,?,9.0,?,'United States'
Used,'239,500 ',USD,'Single Engine Piston',1991,BEECHCRAFT,'F33A BONANZA','Brenham,\n                           TX\n                           USA','CE 1561',N334R,1695,1695,?,180,?,4.0,IFR,'United States'
Used,'695,000 ',USD,'Private Jets',1991,BEECHCRAFT,'BEECHJET 400A','Ontario,\n                           OR\n                           USA',RK-27,N95GK,10416,'2740 SMOH','2739 SMOH',?,?,?,?,'United States'
Used,'195,000 ',USD,'Single Engine Piston',1989,'WACO AIRCRAFT COMPANY',YMF-5,'Quincy,\n                           FL\n                           USA',F5-021,N21WF,1200,'84 SNEW',?,?,'0 SMOH',3.0,IFR,'United States'
Used,'364,900 ',USD,'Single Engine Piston',1989,'PIPER AIRCRAFT','MALIBU MIRAGE','Denver,\n                           CO\n                           USA','Not Listed',N872R,4180,'365 SFRM',?,'710 SPOH',?,6.0,IFR,'United States'
Used,'165,000 ',USD,'Single Engine Piston',1989,'MOONEY INTERNATIONAL CORP','M20K 252TSE','Denver,\n                           CO\n                           USA',25-1220,N1091N,800,800,?,800,?,4.0,IFR,'United States'
Used,'159,900 ',USD,'Single Engine Piston',1986,'MOONEY INTERNATIONAL CORP','M20K 252','Norfolk, (KORF),\n                           VA\n                           USA',25-1082,N252YL,3813,'280 SMOH',?,'280 SPOH',?,?,IFR,'United States'
Used,'189,000 ',USD,'Single Engine Piston',1984,'PIPER AIRCRAFT','TURBO SARATOGA SP (1980 - 1987)','OR\n                           USA',32R-8429025,N43728,3421,'378 SFRM',?,'44 SNEW',?,6.0,?,'United States'
Used,'165,000 ',USD,'Multi Engine Piston',1984,'PIPER AIRCRAFT','NAVAJO MOJAVE','Avoca,\n                           PA\n                           USA',31P-841400,N9202Y,5068,'1384 SMOH','1250 SMOH','444 SPOH','444 SPOH',7.0,IFR,'United States'
Used,'89,900 ',USD,'Single Engine Piston',1983,'MOONEY INTERNATIONAL CORP','M20K 231','Ocean Isle Beach,\n                           NC\n                           USA',25-0770,N56829,3045,'50 SMOH',?,?,?,?,?,'United States'
Used,'189,950 ',USD,'Single Engine Piston',1981,'PIPER AIRCRAFT',SARATOGA,'Troy,\n                           MI\n                           USA',32-8124023,N591SA,3272,'890 HOURS',?,'1063 SPOH',?,6.0,IFR,'United States'
Used,'109,000 ',USD,'Single Engine Piston',1980,'MOONEY INTERNATIONAL CORP','M20J 201','Stuart,\n                           FL\n                           USA',24-0944,N4450,4450,'760 SMOH',?,'1120 SPOH',?,4.0,IFR,'United States'
Used,'69,000 ',USD,'Single Engine Piston',1980,LAKE,'LA 4/200','Milton,\n                           VT\n                           USA','Not Listed',N8004R,1300,'1300 SNEW',?,'650 SPOH',?,?,?,'United States'
Used,'205,000 ',USD,'Single Engine Piston',1980,CESSNA,210N,'Tulsa,\n                           OK\n                           USA',21064025,N4876Y,3968,'982 SMOH',?,'982 SOH',?,4.0,IFR,'United States'
Used,'195,000 ',USD,'Multi Engine Piston',1980,BEECHCRAFT,'58 BARON','Bridgeport,\n                           TX\n                           USA',Tk111,N6683y,?,?,?,?,?,?,?,'United States'
Used,'188,000 ',USD,'Multi Engine Piston',1980,'Piper Aircraft Corporation',600A,'Waterford,\n                           MI\n                           USA','Not Listed','Not Listed',7258,'1241 SMOH','1241 SMOH','1241 SPOH','1241 SPOH',5.0,IFR,'United States'
Used,'24,950 ',USD,'Single Engine Piston',1979,'PIPER AIRCRAFT','WARRIOR II','Livermore,\n                           CA\n                           USA',28-7916533,N2909Q,15193,'1278 SMOH',?,'374 SNEW',?,?,?,'United States'
Used,'79,000 ',USD,'Single Engine Piston',1979,'MOONEY INTERNATIONAL CORP','M20J 201','Lawrenceville,\n                           GA\n                           USA',24-0911,3716H,2350,'1050 SMOH',?,'1050 SPOH',?,4.0,IFR,'United States'
Used,'399,000 ',USD,'Private Jets',1979,'LOCKHEED CORPORATION','JETSTAR II','Kansas City,\n                           MO\n                           USA',5232,N77C,8646,'8447 HOURS','8345 HOURS',?,?,9.0,?,'United States'
Used,'69,000 ',USD,'Single Engine Piston',1979,LAKE,'LA 4/200','Asheville,\n                           NC\n                           USA',954,N2989P,1725,'1725 SNEW',?,'430 SPOH',?,?,?,'United States'
Used,'164,900 ',USD,'Single Engine Piston',1979,CESSNA,P210N,'Tulsa,\n                           OK\n                           USA',P21000237,N4614K,2220,'1302 SNEW',?,'1302 SNEW',?,6.0,IFR,'United States'
Used,'129,950 ',USD,'Multi Engine Piston',1978,CESSNA,P337H,'Reading,\n                           PA\n                           USA','Not Listed',N4CZ,?,?,?,?,?,?,?,'United States'
Used,'1,200,000 ',USD,Turboprop,1978,CESSNA,'CONQUEST II','Meza,\n                           AZ\n                           USA',441-0083,N441EE,6231,'6232 SNEW','5232 SNEW','1870 SNEW','1870 SNEW',?,?,'United States'
Used,'196,000 ',USD,'Single Engine Piston',1978,CESSNA,'206G STATIONAIR','Farmingdale,\n                           NY\n                           USA',U20604709,N732RE,1788,32,?,32,?,6.0,?,'United States'
Used,'145,000 ',USD,'Single Engine Piston',1978,CESSNA,'182RG SKYLANE','ST-HONORE-DE-CHICOUTIMI,\n                           QC\n                           CAN','Not Listed','Not Listed',4728,'929 SMOH',?,'424 SPOH',?,4.0,?,'United States'
Used,'30,900 ',USD,'Single Engine Piston',1978,CESSNA,152,'San Antonio,\n                           TX\n                           USA',15282538,N69188,8630,'179 STOH',?,?,?,2.0,VFR,'United States'
Used,'72,000 ',USD,'Single Engine Piston',1977,'PIPER AIRCRAFT','ARCHER II','Piqua,\n                           OH\n                           USA',28-7890187,N9843K,2786,711,?,711,?,4.0,BTH,'United States'
Used,'39,950 ',USD,'Single Engine Piston',1978,CESSNA,152,'Livermore,\n                           CA\n                           USA',15281674,N66938,5465,'2163 SMOH',?,'5465 SNEW',?,2.0,?,'United States'
Used,'95,000 ',USD,'Single Engine Piston',1977,'MOONEY INTERNATIONAL CORP','M20J 201','Anchorage,\n                           AK\n                           USA',24-0248,N201VN,3045,'519 SFRM',?,'519 SNEW',?,4.0,BTH,'United States'
Used,'92,500 ',USD,'Single Engine Piston',1977,BELLANCA,'17-30A SUPER VIKING','Goodyear,\n                           AZ\n                           USA',77-30857,N28091,2471,'151 SFRM',?,'125 SMOH',?,4.0,IFR,'United States'
Used,'95,900 ',USD,'Single Engine Piston',1978,ROCKWELL,'COMMANDER 114','Tampa,\n                           FL\n                           USA',14501,N5887N,1828,'1828 SNEW',?,'619 SPOH',?,4.0,IFR,'United States'
Used,'38,000 ',USD,'Single Engine Piston',1978,'PIPER AIRCRAFT','WARRIOR II','Foley,\n                           AL\n                           USA',28-7816554,N31385,12580,'285 SMOH',?,'3019 SPOH',?,4.0,VFR,'United States'
Used,'120,000 ',USD,'Single Engine Piston',1978,'PIPER AIRCRAFT','LANCE II','Forest Lake,\n                           MN\n                           USA',32R-7885140,319SF,5700,'1870 SMOH',?,?,?,6.0,IFR,'United States'
Used,'575,000 ',USD,'Private Jets',1980,CESSNA,'CITATION II','Miami,\n                           FL\n                           USA',550-0154,N600TB,8593,'1267 SMOH','1941 SMOH',?,?,10.0,?,'United States'
Used,'349,500 ',USD,'Multi Engine Piston',1980,CESSNA,421C,'Manning,\n                           SC\n                           USA',421C0890,N6115C,7686,873,1302,222,123,7.0,IFR,'United States'
Used,'399,000 ',USD,'Multi Engine Piston',1980,CESSNA,414A,'Lake In The Hill,\n                           IL\n                           USA',414A-0450,N161RM,4485,'415 SMOH','415 SMOH','415 SNEW','415 SNEW',?,BTH,'United States'
Used,'199,000 ',USD,'Multi Engine Piston',1980,CESSNA,335,'Dexter,\n                           MO\n                           USA',3350053,N335PC,4415,'125 SMOH','125 SMOH','125 SOH','125 SOH',6.0,IFR,'United States'
Used,'76,500 ',CAD,'Single Engine Piston',1982,'MUSTANG AERONAUTICS','MUSTANG II','Lachute,\n                           QC\n                           CAN',AK-1,'Not Listed',865,325,?,160,?,?,VFR,'United States'
Used,'109,000 ',USD,'Single Engine Piston',1982,'MOONEY INTERNATIONAL CORP','M20K 231','Olathe,\n                           KS\n                           USA',25-0670,N231QP,2588,'701 SMOH',?,?,605,4.0,IFR,'United States'
Used,'235,000 ',USD,'Single Engine Piston',1992,'GLASAIR AVIATION','GLASAIR III','Prescott,\n                           AZ\n                           USA',3112,N658BF,340,15,?,200,?,2.0,IFR,'United States'
Used,'950,000 ',USD,'Private Jets',1992,CESSNA,'CITATION VII','Galesburg,\n                           IL\n                           USA',650-7015,N750CK,11550,'3811 CZI','2630 CZI',?,?,?,?,'United States'
Used,'295,000 ',USD,Turboprop,1992,'AIR TRACTOR',AT-502,'Fayetteville,\n                           AR\n                           USA',502-0167,N1532B,9793,'0 TSHSI',?,'2249 SPOH',?,1.0,VFR,'United States'
Used,'159,000 ',USD,'Single Engine Piston',2008,AVIAT,'HUSKY A-1C','Helena,\n                           MT\n                           USA',3031,N45SV,370,'370 HOURS',?,'370 HOURS',?,2.0,IFR,'United States'
Used,'199,900 ',USD,'Single Engine Piston',2013,'AMERICAN CHAMPION','8-GCBC SCOUT','Eau Claire,\n                           WI\n                           USA',557-2013,N500BC,235,'235 HOURS',?,'230 HOURS',?,2.0,VFR,'United States'
Used,'69,900 ',USD,'Single Engine Piston',1979,'PIPER AIRCRAFT','TURBO ARROW IV','Inverness,\n                           FL\n                           USA',28R-793105,N2189N,4253,1640,?,1640,?,4.0,IFR,'United States'
Used,'169,900 ',USD,'Multi Engine Piston',1981,'PIPER AIRCRAFT',SEMINOLE,'San Antonio,\n                           TX\n                           USA',44-8107008,N5UZ,4119,'1122 SMOH',?,'88 SPOH',?,?,?,'United States'
Used,'62,900 ',USD,'Single Engine Piston',1983,'PIPER AIRCRAFT','ARCHER II','Mesa,\n                           AZ\n                           USA',28-8390023,N17762,7841,'1365 SFOH',?,'474 SNEW',?,?,?,'United States'
Used,'65,000 ',USD,'Single Engine Piston',1974,'PIPER AIRCRAFT','SUPER CUB','Rifle,\n                           CO\n                           USA','Not Listed','Not Listed',4300,'1700 SNEW',?,?,?,?,?,'United States'
Used,'47,500 ',USD,'Single Engine Piston',1974,'PIPER AIRCRAFT',WARRIOR,'Ocean Springs,\n                           MS\n                           USA','Not Listed',N626NJ,9360,'325 SMOH',?,?,?,4.0,BTH,'United States'
Used,'119,000 ',USD,'Multi Engine Piston',1975,BEECHCRAFT,'58 BARON','Stuart,\n                           FL\n                           USA',TH-651,N18HM,5714,'1393 SFRM','1393 SFRM','660 SPOH','660 SPOH',?,IFR,'United States'
Used,'109,000 ',USD,'Single Engine Piston',1975,BEECHCRAFT,'A36 BONANZA 36','Farmingdale,\n                           NY\n                           USA',E764,N4637S,7231,'2001 SFRM',?,'2001 SOH',?,6.0,IFR,'United States'
Used,'94,750 ',USD,'Multi Engine Piston',1975,BEECHCRAFT,'B55 BARON','Indianapolis,\n                           IN\n                           USA',TC-1848,N4126S,3000,'1490 SNEW','1490 SNEW','265 SOH','61 SOH',?,IFR,'United States'
Used,'129,000 ',USD,'Multi Engine Piston',1975,BEECHCRAFT,'B60 DUKE','Petersburg,\n                           VA\n                           USA','Not Listed',N37DB,5175,'155 SMOH','960 SMOH',?,?,6.0,?,'United States'
Used,'42,000 ',USD,'Single Engine Piston',1975,BEECHCRAFT,'C23 SUNDOWNER 180','Madison,\n                           GA\n                           USA',M1644,N9341S,3939,'1450 SNEW',?,?,?,4.0,?,'United States'
Used,'48,500 ',USD,'Single Engine Piston',1975,BELLANCA,'17-30A SUPER VIKING','Southwest,\n                           OH\n                           USA','Not Listed',N9558E,2792,'952 SMOH',?,'500 SPOH',?,4.0,IFR,'United States'
Used,'59,900 ',USD,'Single Engine Piston',1975,BELLANCA,'17-31ATC TURBO SUPER VIKING','Redmond,\n                           OR\n                           USA',75-31118,N505JW,980,'70 SMOH',?,'70 SNEW',?,4.0,BTH,'United States'
Used,'50,000 ',USD,'Single Engine Piston',1975,BELLANCA,'17-31ATC TURBO SUPER VIKING','El Paso,\n                           TX\n                           USA',75-31112,N4090B,1280,'80 HOURS',?,'80 HOURS',?,4.0,BTH,'United States'
Used,'52,000 ',USD,'Single Engine Piston',1975,BELLANCA,'CITABRIA 7ECA','Moultrie,\n                           GA\n                           USA',1100-75,N88375,765,'765 SNEW',?,'52 SPOH',?,2.0,VFR,'United States'
Used,'40,000 ',USD,'Single Engine Piston',1975,CESSNA,150M,'Boerne,\n                           TX\n                           USA',15077199,N63244,3280,1080,?,?,?,2.0,?,'United States'
Used,'22,500 ',USD,'Single Engine Piston',1975,CESSNA,150M,'Bellingham International Airport,\n                           WA\n                           USA',15076224,N66707,14350,1081,?,'1081 SPOH',?,2.0,VFR,'United States'
Used,'69,950 ',USD,'Single Engine Piston',1975,CESSNA,'172M SKYHAWK','Livermore,\n                           CA\n                           USA',17264719,N61672,9329,'270 SMOH',?,'1746 SPOH',?,4.0,?,'United States'
